id,question
254,"Các số 12, 54, 37, 68 sắp xếp theo thứ tự từ bé đến lớn là?
A. 12, 54, 68, 37
B. 12, 37, 54, 68
C. 68, 54, 37, 12
D. 37, 12, 54, 68"
255,"Các số 23, 31, 17, 43 được viết theo thứ tự từ lớn đến bé là?
A. 17, 23, 31, 43
B. 43, 23, 31, 17
C. 43, 31, 23, 17
D. 17, 31, 23, 43"
256,"Các số 3, 5, 1, 7 sắp xếp theo thứ tự từ lớn đến bé là?
A. 1, 3, 5, 7
B. 1, 3, 7, 5
C. 7, 5, 3, 1
D. 3, 7, 5, 1"
257,"Các số 31, 11, 42, 19 được viết theo thứ tự từ bé đến lớn là?
A. 11, 19, 31, 42
B. 42, 31, 19, 11
C. 11, 19, 42, 31
D. 19, 11, 31, 42"
258,"Các số 35, 26, 51, 33 sắp xếp theo thứ tự tăng dần là?
A. 35, 26, 33, 51
B. 51, 35, 33, 26
C. 26, 35, 33, 51
D. 26, 33, 35, 51"
259,"Các số 51, 28, 64, 90 sắp xếp theo thứ tự từ lớn đến bé là?
A. 90, 64, 51, 28
B. 28, 51, 64, 90
C. 64, 51, 90, 28
D. 28, 51, 90, 64"
26,"Trong số thập phân 109,354, chữ số 5 thuộc hàng nào?
A. Hàng chục
B. Hàng phần mười
C. Hàng phần trăm
D. Hàng phần nghìn"
260,"Các số 65, 24, 80, 59 sắp xếp theo thứ tự giảm dần là?
A. 24, 65, 59, 80
B. 24, 59, 65, 80
C. 80, 59, 65, 24
D. 80, 65, 59, 24"
261,"Các số 65, 43, 27, 50 sắp xếp theo thứ tự tăng dần là?
A. 27; 50; 43; 65
B. 65; 50; 43; 27
C. 27; 43; 65; 50
D. 27; 43; 50; 65"
262,"Các số 7249, 7429, 7924, 7942 được xếp theo thứ tự từ bé đến lớn là?
A. 7249, 7942, 7429, 7924
B. 7924, 7942, 7429, 7249
C. 7249, 7924, 7942, 7429
D. 7249, 7429, 7924, 7942"
263,"Các số 73, 19, 42, 77 được sắp xếp theo thứ tự từ bé đến lớn là?
A. 73, 19, 42, 77
B. 19, 42, 73, 77
C. 73, 77, 42, 19
D. 19, 77, 42, 73"
264,"Các số 8, 1, 4, 7 sắp xếp theo thứ tự từ bé đến lớn là?
A. 8, 7, 4, 1
B. 1, 4, 8, 7
C. 1, 4, 7, 8
D. 1, 8, 4, 7"
265,"Các số cần điền tiếp vào dãy sau: 45 000; 46 000; ……..; ……..; ……… là?
A. 47 000, 48 000; 49 000
B. 46 001; 46 002; 46 003
C. 56 000; 66 000; 76 000
D. 48 000; 50 000; 52 000"
266,"Các số được sắp xếp theo thứ tự từ lớn đến bé là?
A. 1, 3, 5, 7
B. 6, 4, 8, 2
C. 0, 3, 7, 6
D. 10, 6, 3, 1"
267,"Các số nguyên tố nhỏ hơn 10 là?
A. 2; 3; 5;7
B. 3; 5; 7; 9
C. 2; 3; 4; 7
D. 2; 4; 5; 7"
268,"Các số ở dòng nào được viết theo thứ tự từ lớn đến bé?
A. 37824, 37921, 37513, 37561, 37467
B. 37824, 37561, 37467, 37513, 37921
C. 37467, 37513, 37561, 37824, 37921
D. 37921, 37824, 37561, 37513, 37467"
269,"Các số thích hợp điền vào ô trống là?
A. 4, 7, 6, 5
B. 3, 4, 5, 6
C. 4, 5, 2, 3
D. 8, 4, 7, 5"
27,"Trong số thập phân 86, 324 chữ số 3 thuộc hàng nào?
A. Hàng chục
B. Hàng phần mười
C. Hàng trăm
D. Hàng phần trăm"
270,"Các tháng có 30 ngày là?
A. Tháng 4, tháng 6, tháng 9
B. Tháng 2, tháng 4, tháng 8
C. Tháng 4, tháng 6, tháng 10
D. Tháng 4, tháng 6, tháng 12"
273,"Căn bậc hai số học của 4 là?
A. 2
B. 8
C. 16
D. 4"
274,"Căn hộ của nhà An ở tầng 4 của tòa chung cư. Cầu thang bộ dẫn lên mỗi tầng đều có 24 bậc thang. Để lên được căn hộ của nhà mình từ tầng 1, số bậc thang An cần leo là?
A. 48 bậc thang
B. 28 bậc thang
C. 72 bậc thang
D. 52 bậc thang"
275,"Can nhỏ đựng 3 l mật ong, can to đựng gấp 6 lần can nhỏ. Vậy can to đựng số lít mật ong là?
A. 18 l
B. 12 l
C. 9 l
D. 21 l"
276,"Can thứ nhất có 18 l dầu. Số dầu ở can thứ hai gấp 3 lần số dầu ở can thứ nhất. Hỏi can thứ hai nhiều hơn can thứ nhất bao nhiêu lít dầu?
A. 26 l dầu
B. 46 l dầu
C. 36 l dầu
D. 54 l dầu"
277,"Cạnh của hình lập phương gấp lên 2 lần thì thể tích được gấp lên?
A. 2 lần
B. 4 lần
C. 6 lần
D. 8 lần"
278,"Cạnh hình vuông có chu vi 96cm là?
A. 48 cm
B. 8 cm
C. 6 cm
D. 24 cm"
279,"Châu có 10 000 đồng. Châu mua hai quyển vở, giá mỗi quyển vở là
 4500 đồng. Hỏi Châu còn lại bao nhiêu tiền?
A. 5500 đồng
B. 14500 đồng
C. 1000 đồng"
28,"Từng gói đường cân nặng lần lượt là:3080g; 3kg 800g ; 3,8kg ; 3,008kg. Gói đường cân nhẹ nhất là?
A. 3080g
B. 3kg 800g
C. 3,8kg
D. 3,008kg"
280,"Chị Lan mua 3 kg xoài và đưa cô bán hàng 100 000 đồng. Mỗi ki-lô- gam xoài có giá 31 800 đồng. Cô bán hàng làm tròn đến hàng nghìn số tiền chị Lan cần trả. Vậy cô bán hàng cần trả lại chị Lan số tiền là?
A. 4 000 đồng
B. 12 000 đồng
C. 6 000 đồng
D. 5 000 đồng"
281,"Chia 45 lít nước vào 9 chai. Mỗi chai đựng số lít nước là?
A. 7 lít
B. 6 lít
C. 4 lít
D. 5 lít"
282,"Chia đều 1 thanh gỗ dài 8,32m thành 4 đoạn thẳng bằng nhau. Tính độ dài mỗi đoạn gỗ ( Làm tròn kết quả đến hàng phần mười)
A.2m
B.2,18m
C.2,1m
D.2,08m"
283,"Chiếc lọ thuỷ tinh khi đựng đầy mật ong thì cân nặng 2 kg. Khi lượng mật ong trong lọ giảm đi một nửa thì chiếc lọ cân nặng 1 100 g. Cân nặng của chiếc lọ thuỷ tỉnh đó là?
A. 500g
B. 400g
C. 300g
D. 200g"
284,"Chiều dài 30m, chiều rộng 15 m. Chu vi của một hình chữ nhật là?
A. 80 m
B. 70 m
C. 90 m
D. 60 m"
285,"Chiều dài của hình chữ nhật có diện tích tích bằng diện tích của hình vuông có cạnh bằng 32cm và chiều rộng bằng 16cm là?
A. 64cm
B. 72cm
C. 78cm
D. 80cm"
286,"Cho $\frac{7}{11}=\frac{.....}{55}$ . Số thích hợp để điền vào ô trống là?
A. 14
B. 21
C. 28
D. 35"
287,"Cho ? : 926 + 15 = 38 : 2. Số điền vào dấu ? là?
A. 3 794
B. 3 704
C. 3 604
D. 3 740"
288,"Cho 1 ... 3 số cần điền chỗ chấm là?
A. 0
B. 1
C. 2
D. 3"
289,"Cho 1 + 1 = …. số cần điền vào chỗ chấm là?
A. 0
B. 2
C. 3
D. 4"
29,"""6 m =...... mm"". Số thích hợp điền vào chỗ chấm là?
A. 60
B. 600
C. 6 000
D. 60 000"
290,"Cho 11,32 : 0,01 = ……. Số cần điền vào chỗ chấm là?
A. 0,1132
B. 11,32
C. 113,2
D. 1132"
291,"Cho 2 + 3 = …. Số cần điền vào chỗ chấm là?
A. 4
B. 1
C. 5
D. 0"
292,"Cho 9 … Số cần điền vào chỗ chấm là?
A. 8
B. 10
C. 7
D. 6"
293,"Cho bảng thống kê sau: 
 Địa điểm Hà Nội Sapa Cà Mau
 Nhiệt độ 38 oC 20 oC 30 oC. 
 Quan sát bảng số liệu và cho biết nhiệt độ ở Hà Nội cao hơn nhiệt độ ở Sapa bao nhiêu độ C?
A. 10oC
B. 12oC
C. 15oC
D. 18oC"
294,"Cho bảng thống kê sau:
 Địa điểm Nhiệt độ
 Hà Nội 38 oC
 Sapa 20 oC
 Cà Mau 30 oC
 Quan sát bảng số liệu và cho biết nhiệt độ ở Hà Nội cao hơn nhiệt độ ở Sapa bao nhiêu độ C?
A. 10oC
B. 12oC
C. 15oC
D. 18oC"
295,"Cho biểu thức A = 2810 + 1173 x 5. Số dư trong phép chia A : 7 là?
A. 5
B. 4
C. 3
D. 2"
296,"Cho biểu thức: (b + 481) × 2 = 1000. Giá trị của b là?
A. 19
B. 500
C. 190
D. 200"
297,"Cho biểu thức: 152 + 364. Giao hoán của biểu thức là?
A. 364 + 152
B. 152 – 364
C. 364 – 152
D. (364 + 152) × 2"
298,"Cho bốn chữ số 0;1;2;3. Tổng của số lớn nhất có bốn chữ số khác nhau và số bé nhất có bốn chữ số khác nhau tạo thành từ các chữ số đã cho có giá trị là?
A. 3333
B. 4333
C. 4233
D. 3233"
299,"Cho các đoạn thẳng AB = 4cm; MN = 5cm; EF = 3cm; PQ = 8cm; IK = 7cm . Sắp xếp độ dài các đoạn thẳng theo thứ tự tăng dần?
A. EF, AB, MN, IK, PQ
B. PQ, IK, MN, AB, EF
C. EF, AB, IK, PQ, MN
D. EF, MN, IK, PQ, AB"
3,"“2 thế kỉ = ……..năm”. Số thích hợp điền vào chỗ chấm là?
A. 20
B. 200
C. 100
D. 1000"
30,"$\frac{1}{4}$ giờ = ….. phút. Số thích hợp cần điền vào chỗ chấm là?
A. 15
B. 20
C. 25
D. 30"
300,"Cho các số 1,5,6,7 có thể lập được bao nhiêu số tự nhiên có 4 chữ số với các chữ số khác nhau?
A. 12
B. 24
C. 64
D. 256"
301,"Cho các số 168367, 954823, 819349, 497234, 193788, 897312, 827173. Có bao nhiêu số trong các số trên mà chữ số 3 đứng ở hàng trăm?
A. 4 số
B. 2 số
C. 1 số
D. 3 số"
302,"Cho các số 2; 4; 6; …..; …..; …..; …..; 16; 18; 20. Các số thích hợp lần lượt điền vào những chỗ chấm là?
A. 6; 8; 10; 14
B. 8; 10; 12; 14
C. 10; 12; 14; 16
D. 12; 14; 16; 18"
303,"Cho các số 5; 10; 15; …..; …..; …..; …..; 40; 45; 50. Các số thích hợp lần lượt điền vào những chỗ chấm là?
A. 15; 20; 35; 40
B. 20; 25; 30; 35
C. 30; 35; 40; 45
D. 20; 25; 35; 45"
304,"Cho các số 50; 45; 40; …..; …..; …..; …..; 15; 10; 5. Các số thích hợp lần lượt điền vào những chỗ chấm là?
A. 20; 25; 30; 35
B. 35; 30; 25; 20
C. 25; 30; 35; 40
D. 30; 25; 20; 15"
305,"Cho các số: 350 452 163; 10 580 211; 35 680 450; 101 225 378. Thứ tự từ bé đến lớn là?
A. 10 580 211; 101 225 378; 35 680 450; 350 452 163
B. 10 580 211; 35 680 45; 101 225 378; 350 452 163
C. 350 452 163; 101 225 378; 10 580 211; 35 680 450
D. 101 225 378; 10 580 211; 35 680 450; 350 452 163"
306,"Cho dãy số 2; 4; 6; 8; ...; ...; ...; ....; 18; 20. 
 Các số thích hợp lần lượt điền vào những chỗ chấm là?
A. 10; 12; 16; 18
B. 10; 14; 16; 18
C. 10; 12; 14; 16
D. 12; 14; 16; 18"
307,"Cho dãy số 3, 6, 9, 12, …, …, …, …, 27, 30. Các số thích hợp điền vào chỗ chấm lần lượt là?
A. 13, 14, 15, 16
B. 23, 24, 25, 26
C. 14, 16, 18, 20
D. 15, 18, 21, 24"
308,"Cho dãy số 5; 10; 15; 20; …..; …..; ….; …..; 45; 50. Các số thích hợp lần lượt điền vào những chỗ chấm là?
A. 21; 22; 23; 24
B. 25; 30; 35; 40
C. 30; 35; 40; 45
D. 41; 42; 43; 44"
309,"Cho dãy số: 54 600, 54 700, 54 800, …, …, …, 55 200, 55 300. Các số thích hợp điền vào chỗ chấm lần lượt là?
A. 54 900, 55 000, 55 100
B. 55 000, 55 100, 55 150
C. 54 850, 5 500, 55 150
D. 54 950, 55 000, 55 100"
310,"Cho dãy số: 6, 12, 18, 24, …. Các số thích hợp điền vào chỗ chấm lần lượt là?
A. 30, 36, 42
B. 28, 32, 36
C. 28, 32, 40
D. 26, 28, 30"
311,"Cho dãy số: 60, 54, 48, 42, …, …, …, …, 12, 6. Các số thích hợp điền vào chỗ chấm lần lượt là?
A. 40, 35, 30, 25
B. 36, 30, 24, 18
C. 35, 28, 21, 14
D. 34, 26, 18, 14"
312,"Cho dãy số: 8, 16, 24, 32, …, …, …, …, 72, 80. Các số thích hợp điền vào chỗ chấm lần lượt là?
A. 36, 40, 44, 48
B. 34, 36, 38, 40
C. 40, 48, 56, 64
D. 36, 45, 54, 63"
313,"Cho đoạn thẳng AB = 24cm. Nếu giảm độ dài đoạn thẳng đó đi 6 lần thì được đoạn thẳng CD. Độ dài đoạn thẳng CD là?
A. 5cm
B. 4cm
C. 6cm
D. 7cm"
314,"Cho đoạn thẳng AB = 4cm. Gấp đoạn thẳng AB lên 3 lần được đoạn thẳng CD. Độ dài đoạn thẳng CD bằng?
A. 16cm
B. 12cm
C. 15cm
D. 20cm"
315,"Cho đoạn thẳng PQ = 40cm, có M là trung điểm của đoạn PQ, N là trung điểm của đoạn thẳng MQ. Độ dài đoạn thẳng MN là?
A. 2cm
B. 5cm
C. 10cm
D. 12cm"
316,"Cho đường gấp khúc ABCDE có độ dài các cạnh AB=BC=13cm, CD=15cm, DE=19cm. Vậy độ dài đường gấp khúc ABCDE dài …..dm.
A. 47
B. 60
C. 37
D. 6"
317,"Cho đường thẳng ai nằm trên mp\left(O\right), đường thẳng b cắt \left(O\right) tại O và O không thuộc a. Vị trí tương đối của ai và b là?
A. chéo nhau
B. cắt nhau
C. song song nhau
D. trùng nhau"
318,"Cho P = 210 : 6 + 270 : 6 và Q = 112 : 4 + 184 : 4. Dấu thích hợp để điền vào chỗ chấm P … Q là?
A. =
B. <
C. >
D. +"
319,"Cho phép chia 357 : 19,8. Nếu thương chỉ lấy đến hai chữ số phần thập phân thì số dư của phép chia đó là?
A. 6
B. 0,6
C. 0,06
D. 0,006"
32,"$\frac{3}{4}$ giờ = ..... phút. Số cần điền vào chỗ chấm là?
A. 10
B. 30
C. 15
D. 45"
320,"Cho phép tính ... : 3 = 12. Số thích hợp cần điền vào ô trống là?
A. 34
B. 35
C. 26
D. 36"
321,"Cho số 26840. Chữ số 2 có giá trị là?
A. 20
B. 200
C. 2000
D. 20000"
322,"Cho số 320*5. Chữ số điền vào dấu * để được số có 5 chữ số chia hết cho 3 là?
A. 1; 4; 7
B. 2; 5; 8
C. 0; 3; 9
D. 1; 3; 4"
323,"Cho số 75*89. Chữ số điền dấu * để được số có 5 chữ số chia hết cho 9 là?
A. 5
B. 6
C. 7
D. 9"
324,"Cho số a = 1754731, trong đó chỉ có chữ số hàng trăm trở lên là đáng tin. Hãy viết chuẩn số gần đúng của a.
A. 17547.10^2
B. 1754.10^3
C. 17548.10^2
D. 1755.10^2"
325,"Cho số gần đúng a = 2021009 với độ chính xác d = 100. Hãy viết số quy tròn của số a.
A. 2020000
B. 2021000
C. 2022000
D. 2029"
326,"Cho tổng sau: 5000+10+5. Số được tạo thành là?
A. 5105
B. 5015
C. 50105
D. 1010"
327,"Cho tứ diện ABCD. Gọi M, N, O, Q lần lượt là trung điểm của các cạnhAB, AD, CD, BC. Mệnh đề nào sau đây sai?
A. MN\mathrm{//}BD vàMN =\frac{1}{2}BD
B. MN\mathrm{//}PQ vàMN = PQ
C. MNPQ là hình bình hành
D. MP và NQ chéo nhau"
328,"Cho tứ diện ABCD. I và J theo thứ tự là trung điểm của AD vàAC, G là trọng tâm tam giácBCD. Giao tuyến của hai mặt phẳng \left(GIJ\right) và \left(BCD\right) là đường thẳng?
A. qua I và song song vớiAB
B. qua J và song song với BD
C. qua G và song song với CD
D. qua G và song song với BC"
329,"Cho tứ diện ABCD. M, N, O, Q lần lượt là trung điểm AC, BC, BD, AD. Tìm điều kiện để MNPQ là hình thoi.
A. AB = BC
B. BC = AD
C. AC = BD
D. AB = CD"
33,"$\frac{3}{5}$ của 45 m là?
A. 27 m
B. 18 m
C. 25 m
D. 30 m"
330,"Cho tứ diện OABC có OA, OB, OC đôi một vuông góc nhau và OA = OB = OC = 3a. Tính khoảng cách giữa hai đường thẳng AC và OB.
A. 3a√2/2
B. a√2/2
C. 3a/2
D. 3a/4"
331,"Cho tứ giác ABCD có bao nhiêu vectơ khác vectơ - không có điểm đầu và cuối là các đỉnh của tứ giác?
A. 4
B. 6
C. 8
D. 12"
332,"Chọn mệnh đề đúng trong các mệnh đề sau?
A. Hai đường thẳng không có điểm chung thì chéo nhau
B. Hai đường thẳng phân biệt không có điểm chung thì chéo nhau
C. Hai đường thẳng chéo nhau thì không có điểm chung
D. Hai đường thẳng lần lượt nằm trên hai mặt phẳng phân biệt thì chéo nhau"
334,"Chọn phát biểu đúng?
A. 85 367 phút < 74 256 phút
B. 10 000 dm > 9 000 m
C. 10 lít > 9 999 ml
D. 10 km > 90 000 m"
335,"Chọn số thích hợp vào chỗ trống, biết : 18,987 = 18 + 0,9 + … + 0,007?
A. 8
B. 0,8
C. 0,08
D. 0,008"
336,"Chữ cái “g” là viết tắt của đơn vị đo nào dưới đây?
A. gam
B. ki-lô-gam
C. lít
D. ki-lô-mét"
337,"Chú Hùng muốn dùng thang máy vận chuyển các thùng hàng nặng 9 kg lên tầng trên. Thang máy chỉ có thể chở nhiều nhất 450 kg và chú Hùng phải đi cùng các thùng hàng. Chú Hùng cân nặng 70 kg. Vậy số thùng hàng chú Hùng có thể xếp vào trong thang máy nhiều nhất là?
A. 50 thùng
B. 39 thùng
C. 43 thùng
D. 42 thùng"
338,"Chữ số 4 trong số thập phân 10,974 có giá trị là?
A. $\frac{4}{1}$
B. $\frac{4}{10}$
C. $\frac{4}{100}$
D. $\frac{4}{1000}$"
339,"Chữ số 5 trong hỗn số $57\frac{1}{6}$ có giá trị là?
A. 50
B. 5
C. $\frac{5}{10}$
D. $\frac{5}{100}$"
34,"$\frac{32}{100}$ viết dưới dạng số thập phân là?
A. 0,0032
B. 0,032
C. 0,32
D. 3,2"
340,"Chữ số 5 trong số 123,576 có giá trị là?
A. $\frac{5}{10}$
B. $\frac{5}{100}$
C. $\frac{5}{1000}$
D. $\frac{5}{10000}$"
341,"Chữ số 5 trong số 254,836 có giá trị là?
A. 50000
B. 5000
C. 500
D. 50"
342,"Chữ số 5 trong số 254836 có giá trị?
A. 50000
B. 5000
C. 500
D. 50"
343,"Chữ số 5 trong số 42,587 có giá trị là?
A. $\frac{5}{10}$
B. $\frac{5}{100}$
C. $\frac{5}{1000}$
D. $\frac{10}{5}$"
344,"Chữ số 5 trong số thập phân 17,152 thuộc hàng?
A. Hàng nghìn
B. Phần mười
C. Phần trăm
D. Phần nghìn"
345,"Chữ số 5 trong số thập phân 1942,54 có giá trị là?
A. Phần triệu
B. Phần trăm
C. Phần mười
D. Phần nghìn"
346,"Chữ số 5 trong số thập phân 20,056 có giá trị là?
A. $\frac{5}{1}$
B. $\frac{5}{10}$
C. $\frac{5}{100}$
D. $\frac{5}{1000}$"
347,"Chữ số 5 trong số thập phân 37,509 thuộc hàng nào?
A. Hàng nghìn
B. Hàng phần mười
C. Hàng phần trăm
D. Hàng phần nghìn"
348,"Chữ số 5 trong số thập phân 943,25 có giá trị là?
A. $\frac{5}{10}$
B. $\frac{5}{100}$
C. $\frac{5}{1000}$
D. $\frac{25}{100}$"
349,"Chữ số 6 trong số 31,056 thuộc hàng?
A. Đơn vị
B. Phần trăm
C. Phần mười
D. Phần nghìn"
35,"$\frac{482}{100}$ được viết thành hỗn số là?
A. $48\frac{2}{100}$
B. $4\frac{82}{10}$
C. $48\frac{2}{10}$
D. $4\frac{82}{100}$"
350,"Chữ số 6 trong số 32,569 thuộc hàng?
A. Chục
B. Trăm
C. Phần mười
D. Phần trăm"
351,"Chữ số 7 trong chữ số thập phân 15, 726 có giá trị là?
A. $\frac{7}{10}$
B. $\frac{7}{100}$
C. $\frac{7}{1000}$
D. $\frac{7}{726}$"
352,"Chữ số 7 trong số 291,725 có giá trị là?
A. $\frac{7}{10}$
B. $\frac{7}{100}$
C. $\frac{7}{1000}$
D. 7"
353,"Chữ số 7 trong số 41,376 có giá trị là?
A. $\frac{7}{10}$
B. $\frac{7}{100}$
C. $\frac{7}{1000}$
D. $\frac{7}{10000}$"
354,"Chữ số 7 trong số 945,007 có giá trị là?
A. 7
B. $\frac{7}{10}$
C. $\frac{7}{100}$
D. $\frac{7}{1000}$"
355,"Chữ số 7 trong số thập phân 234,087 có giá trị là?
A. $\frac{7}{10}$
B. $\frac{7}{100}$
C. $\frac{7}{1000}$
D. $\frac{7}{10000}$"
357,"Chữ số 8 trong số thập phân 12,3498 có giá trị là?
A. $\frac{8}{10}$
B. $\frac{8}{100}$
C. $\frac{8}{1000}$
D. $\frac{8}{10000}$"
358,"Chữ số 8 trong số thập phân 37,5689 có giá trị là?
A. $\frac{8}{10}$
B. $\frac{8}{100}$
C. $\frac{8}{1000}$
D. $\frac{8}{10000}$"
359,"Chữ số 8 trong số thập phân 37,865 có giá trị là?
A. $\frac{8}{10}$
B. $\frac{8}{100}$
C. $\frac{8}{1000}$
D. $\frac{8}{10000}$"
36,"$\frac{5}{25}$ dm $3$ -2pt= .................cm $3$
A. 200 cm $3$
B. 25000 cm $3$
C. 5000 cm $3$
D. 2500 cm $3$"
360,"Chữ số 8 trong số thập phân 38,456 thuộc?
A. Hàng đơn vị
B. Hàng phần mười
C. Hàng phần trăm
D. Hàng phần nghìn"
361,"Chữ số 8 trong số thập phân 73,468 có giá trị là?
A. $\frac{8}{10}$
B. $\frac{8}{100}$
C. $\frac{8}{1000}$
D. $\frac{8}{10000}$"
362,"Chữ số 9 trong số thập phân 16,789 có giá trị là?
A. $\frac{9}{10}$
B. $\frac{9}{100}$
C. $\frac{9}{1000}$
D. $\frac{89}{1000}$"
363,"Chữ số 9 trong số thập phân 23,598 có giá trị là?
A. $\frac{9}{10}$
B. $\frac{9}{100}$
C. $\frac{9}{1000}$
D. $\frac{9}{10000}$"
364,"Chữ số có hàng nghìn bằng 7 là?
A. 78 245
B. 67 382
C. 51 720
D. 90 127"
365,"Chữ số điền vào dấu * trong số $\overline{21*34}$ để được số chia hết cho 9 là?
A. 5
B. 6
C. 7
D. 8"
366,"Chữ số hàng trăm của số 36295 là số?
A. 6
B. 2
C. 5
D. 9"
367,"Chu vi của hình chữ nhật là 48cm. Nếu chiều dài là 15cm thì diện tích hình chữ nhật là?
A. 24 cm $2$
B. 126 cm $2$
C. 135 cm $2$
D. 720 cm $2$"
368,"Chu vi của hình vuông là 28cm. Diện tích của hình vuông đó là bao nhiêu?
A. 14 cm2
B. 32 cm2
C. 56 cm2
D. 49 cm2"
369,"Chu vi hình tròn có bán kính 4cm là?
A. 12,4cm
B. 25,12cm
C. 12,56cm
D. 50,24cm"
37,"$\frac{5}{9}$ của 36 m là?
A. 25 m
B. 25
C. 20 m
D. 20"
370,"Chu vi hình tròn có bán kính là 6 cm là?
A. 18,84cm
B. 376,8 cm
C. 37,68cm2
D. 37,68cm"
371,"Chu vi hình tròn là 12,56 thì diện tích hình tròn là?
A. 6,28 cm2
B. 12,56 cm2
C. 3,14 cm2
D. 50,24 cm2"
372,"Chu vi hình vuông bằng 32 cm. Vậy diện tích hình vuông đó là?
A. 26 cm2
B. 60 cm2
C. 64 cm2
D. 16 cm2"
373,"Chu vi tam giác có độ dài ba cạnh lần lượt là 4m, 3m2dm và 36dm là?
A. 100dm
B. 110dm
C. 108dm
D. 120dm"
374,"Có 10 bạn nam (trong đó có một bạn tên An) và có 10 bạn nữ (trong đó có một bạn tên
 Bình) cùng tham gia một trò chơi. Chia ngẫu nhiên 20 bạn đó thành 5 đội chơi, mỗi đội gồm 2 nam và 2 nữ. Xác suất để hai bạn An và Bình được xếp vào cùng một đội chơi bằng.
A. \frac{1}{5}
B. \frac{1}{25}
C. \frac{1}{125}
D. \frac{1}{20}"
375,"Có 10 cặp vợ chồng đi dự tiệc. Tổng số cách chọn một người đàn ông phát biểu và một người đàn bà phát biểu ý kiến sau cho hai người đó không là vợ chồng là?
A. 10!
B. 90
C. 81
D. 100"
376,"Có 10 cặp vợ chồng đi dự tiệc. Tổng số cách chọn một người đàn ông và một người phụ nữ trong bữa tiệc phát biểu ý kiến sao cho hai người đó không là vợ chồng?
A. 100
B. 91
C. 10
D. 90"
377,"Có 10 quả cầu đỏ được đánh số từ 1 đến 10, 7 quả cầu xanh được đánh số từ 1 đến 7 và 8 quả cầu vàng được đánh số từ 1 đến 8. Hỏi có bao nhiêu cách lấy ra 3 quả cầu khác màu và khác số.
A. 392
B. 1023
C. 3014
D. 391"
378,"Có 15 học sinh giỏi gồm 6 học sinh khối 12, 4 học sinh khối 11 và 5 học sinh khối 10. Hỏi có bao nhiêu cách chọn ra 6 học sinh sao cho mỗi khối có ít nhất 1 học sinh?
A. 4249
B. 4250
C. 5005
D. 805"
379,"Có 20 quả táo đựng trong 4 giỏ. Vậy ba giỏ táo thì đựng bao nhiêu quả?
A. 10 quả
B. 12 quả
C. 14 quả
D. 15 quả"
38,"$15\frac{7}{100}$ được viết dưới dạng số thập phân là?
A. 1,58
B. 15,07
C. 15,007
D. 15,7"
380,"Có 35 bạn nhỏ cần qua sông đi học. Mỗi chuyến đò cô Tư chở được nhiều nhất 4 bạn nhỏ. Vậy để chở hết các bạn nhỏ qua sông, cô Tư cần lái ít nhất số chuyến đò là?
A. 7 chuyến đò
B. 10 chuyến đò
C. 8 chuyến đò
D. 9 chuyến đò"
381,"Có 60 quả bóng, trong đó có 3 quả bóng màu xanh, 12 quả bóng màu vàng, 15 quả bóng màu đỏ, còn lại là số bóng màu tím. 1/2 số bóng có màu?
A. Đỏ
B. Vàng
C. Tím
D. Xanh"
382,"Có 64 chiếc bút được chia vào 8 hộp. Vậy một hộp bút chứa số bút là?
A. 8 chiếc
B. 7 chiếc
C. 6 chiếc
D. 5 chiếc"
383,"Có 7 bông hồng đỏ, 8 bông hồng vàng và 10 bông hồng trắng, các bông hồng khác nhau từng đôi một. Hỏi có bao nhiêu cách lấy 3 bông hồng có đủ ba màu.
A. 319
B. 3014
C. 310
D. 310"
384,"Có Y - 1237 = 5489. Giá trị của Y là?
A. 4252
B. 6726
C. 4242
D. 6736"
385,"Còn 9 ngày nữa là đến Giáng Sinh, 25 tháng 12, hôm đó là thứ Bảy. Vậy hôm nay là thứ mấy, ngày mấy tháng 12?
A. Thứ Năm ngày 16
B. Thứ Sáu ngày 17
C. Thứ Bảy ngày 16
D. Chủ nhật ngày 17"
386,"Con bê cân nặng 24kg, con vịt cân nặng 3kg. Con bê có số cân nặng gấp số cân nặng của con vịt?
A. 7 lần
B. 8 lần
C. 9 lần
D. 10 lần"
387,"Con gà con nặng 200 …?
A. ki-lô-gam
B. tấn
C. tạ
D. gam"
388,"Cửa hàng nhà Mai vừa nhập về 2 thùng tinh bột nghệ. Mỗi thùng có 8 lọ, mỗi lọ có 500 g tinh bột nghệ. Vậy khối lượng tinh bột nghệ cửa hàng nhà Mai đã nhập về là?
A. 4 000g
B. 1kg
C. 8kg
D. 10 000 g"
389,"Cửa hàng thứ nhất có 416 gói bánh, cửa hàng thứ hai có 208 gói bánh. Hỏi cửa hàng thứ nhất nhiều hơn cửa hàng thứ hai bao nhiêu gói bánh?
A. 208 gói bánh
B. 210 gói bánh
C. 268 gói bánh
D. 212 gói bánh"
39,"$4\frac{3}{5}$ được viết dưới dạng số thập phân là?
A. 4,035
B. 4,06
C. 4,35
D. 4,6"
390,"Cúc cao 134cm, Hùng cao hơn Cúc 15cm. Hỏi Hùng cao bao nhiêu xăng – ti – mét?
A. 140cm
B. 142cm
C. 149cm
D. 139cm"
391,"Dấu <, >, = thích hợp để điền vào chỗ chấm 124 x 5 … 650 là?
A. >
B. =
C. <"
